player_height_cm,player_weight_kg,position,team,age,games_played,minutes_per_game,points_per_game,assists_per_game,rebounds_per_game,steals_per_game,blocks_per_game,turnovers_per_game,label
206,79,PF,Team_27,30,7,0.9,12.0,1.8,9.3,0.42,2.19,4.61,Rotation
193,79,SG,Team_8,32,30,5.4,20.2,7.9,10.1,0.75,2.73,4.19,Rotation
180,122,SG,Team_26,28,48,12.8,9.8,0.9,9.5,0.65,0.42,0.59,Bench
194,78,SF,Team_30,36,56,26.3,28.6,10.7,8.8,0.97,2.93,1.56,Rotation
201,90,PG,Team_4,39,47,12.0,27.8,4.4,12.5,0.69,1.01,4.69,Rotation
217,82,PG,Team_28,28,52,13.1,22.5,4.3,5.4,1.02,2.84,2.07,Rotation
211,79,PG,Team_21,34,61,8.6,13.5,2.5,5.2,2.0,1.44,2.9,Rotation
181,107,PG,Team_15,24,49,34.6,21.1,5.8,5.3,0.89,1.89,2.75,Starter
179,80,C,Team_11,21,54,20.8,21.8,10.0,3.9,1.47,2.37,1.33,Rotation
185,73,SG,Team_1,38,8,6.1,23.7,7.0,13.8,2.71,0.61,3.81,Rotation
189,127,SF,Team_2,33,31,22.1,13.4,9.7,3.2,2.74,1.05,4.49,Rotation
177,115,C,Team_27,23,56,6.1,14.6,11.6,10.7,2.68,0.96,2.37,Rotation
179,100,SG,Team_8,24,4,10.3,31.9,7.5,10.3,1.25,2.5,1.56,Rotation
197,118,PF,Team_16,30,64,26.5,3.9,2.0,11.3,2.11,0.09,3.15,Rotation
211,121,PG,Team_1,19,49,28.8,4.6,3.6,9.9,0.89,0.87,1.26,Rotation
183,103,SF,Team_3,28,62,16.5,34.7,7.9,0.9,2.22,1.27,2.88,Rotation
189,111,SG,Team_18,21,57,6.4,21.8,9.4,3.3,2.87,0.05,3.21,Rotation
177,104,PF,Team_26,39,56,8.0,16.1,7.9,14.3,2.56,1.03,3.94,Rotation
203,108,PG,Team_16,23,8,20.5,4.2,6.9,3.1,0.64,1.14,0.75,Rotation
180,108,PF,Team_21,33,25,22.4,22.5,11.1,5.0,1.55,0.4,0.56,Rotation
191,102,PF,Team_28,22,62,33.0,27.1,6.0,14.3,2.56,2.73,2.53,Starter
200,77,C,Team_20,37,65,10.2,18.6,8.0,13.9,2.43,2.56,2.37,Rotation
195,101,PF,Team_20,35,33,23.3,1.7,3.7,4.1,1.02,1.63,1.97,Rotation
182,124,C,Team_13,26,80,0.1,17.9,4.7,8.2,2.79,2.95,4.19,Rotation
195,102,C,Team_20,23,5,17.9,5.3,2.8,2.9,2.52,2.51,2.35,Bench
185,77,PF,Team_27,22,61,15.1,15.1,9.6,8.4,0.15,0.16,3.97,Rotation
212,115,SG,Team_4,37,74,4.6,10.2,2.4,3.1,2.98,0.44,1.88,Rotation
182,83,PF,Team_4,27,40,33.9,4.6,2.8,9.4,1.99,0.64,4.85,Rotation
216,103,PF,Team_22,31,53,4.1,1.7,1.3,1.7,2.34,0.46,4.48,Bench
198,77,SG,Team_2,39,35,10.1,21.0,8.8,5.4,0.66,1.82,2.58,Rotation
209,120,PG,Team_13,35,1,27.9,20.0,0.9,11.7,2.98,2.1,3.34,Rotation
188,111,SF,Team_13,26,26,6.9,5.6,0.7,7.5,1.65,2.7,1.47,Bench
188,76,PG,Team_20,37,17,2.9,32.1,7.5,14.3,2.02,2.43,4.94,Rotation
184,82,PF,Team_30,29,76,36.8,30.6,4.5,5.8,1.45,0.47,3.08,Starter
186,123,PG,Team_7,39,81,11.2,9.4,11.1,13.5,2.55,0.1,2.05,Bench
212,90,SF,Team_7,32,10,2.3,17.6,10.5,11.7,0.76,1.34,3.17,Rotation
218,116,PG,Team_17,36,77,5.4,17.7,6.0,11.3,0.33,2.92,2.99,Rotation
208,101,SF,Team_10,23,43,8.5,6.3,1.0,7.1,1.87,1.37,1.44,Bench
215,80,PG,Team_12,30,3,36.4,13.8,6.6,7.5,0.09,1.45,2.74,Rotation
184,127,C,Team_25,34,76,0.6,22.3,11.9,4.6,0.12,2.02,0.77,Rotation
191,83,PF,Team_23,34,42,30.1,17.5,7.9,13.7,0.64,0.08,2.85,Rotation
191,80,SF,Team_27,32,38,29.7,13.3,9.5,3.3,0.02,2.37,3.1,Rotation
177,71,PF,Team_22,25,58,19.0,15.4,4.8,6.0,0.22,2.42,0.08,Rotation
205,103,C,Team_30,39,24,35.5,22.5,0.9,8.5,1.22,1.05,0.56,Starter
175,113,PG,Team_16,39,78,0.5,32.2,11.3,4.0,1.18,1.15,2.37,Rotation
186,116,PF,Team_2,27,80,18.8,32.1,4.0,4.0,1.71,0.47,4.39,Rotation
213,86,PG,Team_22,21,54,9.6,29.6,1.8,5.5,0.77,0.16,4.24,Rotation
178,83,PG,Team_21,32,64,29.0,15.7,1.9,12.0,1.1,2.87,1.74,Rotation
216,94,PF,Team_9,19,24,6.6,34.7,1.6,1.8,2.18,0.4,2.57,Rotation
187,117,SF,Team_12,32,36,33.3,5.6,5.2,9.4,0.71,2.82,2.96,Rotation
208,96,SF,Team_17,38,74,15.4,16.2,10.3,14.6,0.07,1.9,1.49,Rotation
216,77,PF,Team_16,36,79,5.2,18.9,1.8,9.9,0.6,2.96,0.58,Rotation
195,125,SF,Team_5,21,81,1.3,34.1,9.1,6.8,1.21,1.35,3.58,Rotation
196,86,SG,Team_19,24,53,26.2,16.8,0.9,8.5,2.58,2.44,2.06,Rotation
178,74,PG,Team_25,22,72,35.3,22.8,1.4,1.4,2.2,0.76,2.47,Starter
192,81,PF,Team_28,19,27,36.9,8.2,1.4,6.3,1.91,0.2,3.83,Rotation
179,107,C,Team_17,39,51,33.2,18.3,6.2,1.8,1.03,2.07,0.49,Rotation
193,87,PF,Team_22,21,63,14.8,23.0,10.6,4.5,2.08,2.68,0.98,Rotation
176,95,PF,Team_3,36,37,34.4,8.0,8.9,5.5,1.73,0.19,1.73,Rotation
186,100,PG,Team_17,38,43,24.5,18.3,10.4,12.4,2.09,1.56,2.18,Rotation
191,106,C,Team_27,38,61,2.4,23.0,10.4,6.9,3.0,2.01,4.71,Rotation
184,75,PG,Team_15,21,67,6.5,9.7,1.4,4.1,2.4,2.12,0.46,Bench
208,110,SF,Team_19,39,37,14.6,16.3,6.6,9.5,1.37,0.15,3.88,Rotation
180,84,PF,Team_15,39,49,11.6,28.5,9.5,10.2,2.89,2.6,1.92,Rotation
182,111,PG,Team_18,34,60,12.8,18.8,11.4,5.5,0.6,0.97,4.04,Rotation
185,118,SG,Team_26,25,27,27.9,7.5,8.2,5.6,1.9,0.89,2.15,Rotation
186,95,PF,Team_12,27,69,2.2,7.5,10.3,12.6,0.99,0.2,1.35,Bench
183,120,SF,Team_28,20,30,23.0,24.7,4.5,7.3,0.3,1.77,0.92,Rotation
176,81,PG,Team_12,21,56,12.8,9.9,8.5,11.4,2.93,1.23,0.9,Bench
182,110,PG,Team_24,19,9,33.5,0.8,4.4,2.0,1.49,2.84,3.59,Rotation
185,116,SG,Team_3,24,11,2.2,29.8,2.3,6.6,1.25,0.34,0.78,Rotation
210,83,SF,Team_11,39,6,36.9,0.7,0.8,2.3,0.44,0.79,3.63,Rotation
184,70,SG,Team_23,33,27,3.1,19.2,10.6,0.5,2.35,0.77,0.64,Rotation
195,86,PF,Team_10,23,74,16.5,7.8,0.8,10.5,0.66,2.83,3.31,Bench
194,102,C,Team_22,31,19,32.6,27.2,12.0,3.6,1.31,0.45,4.52,Starter
182,124,PG,Team_15,26,64,12.2,4.9,6.1,8.6,1.41,2.97,2.9,Bench
210,98,SG,Team_23,31,26,32.3,29.9,6.0,4.6,0.51,2.72,1.25,Starter
203,122,PG,Team_11,37,15,36.6,20.0,0.9,13.1,2.34,2.56,3.76,Rotation
216,123,PG,Team_23,27,35,4.7,5.9,0.9,11.4,2.45,1.78,4.23,Bench
186,114,SG,Team_26,21,69,18.1,22.7,8.6,5.3,2.88,2.94,4.41,Rotation
188,100,PG,Team_1,32,9,8.8,1.0,5.3,4.7,1.5,0.87,1.92,Bench
195,77,SF,Team_20,25,43,29.1,21.0,2.1,2.8,1.19,1.02,1.22,Rotation
196,99,SF,Team_4,31,18,4.1,26.1,2.4,5.4,1.08,2.14,3.42,Rotation
195,82,C,Team_21,27,73,29.4,16.8,2.8,7.1,2.83,2.04,1.5,Rotation
218,85,SF,Team_30,29,64,25.7,5.2,9.7,11.2,2.28,2.51,0.16,Rotation
204,71,SG,Team_26,27,73,24.0,6.9,7.3,14.4,1.55,2.24,0.05,Rotation
213,114,SF,Team_21,29,61,16.5,5.1,0.9,3.9,2.17,2.01,1.7,Bench
194,87,C,Team_8,32,32,19.1,14.1,8.3,11.9,1.32,2.42,1.32,Rotation
198,104,PF,Team_20,33,36,3.8,6.2,6.2,4.8,2.31,2.96,3.14,Bench
197,114,PF,Team_13,35,12,10.3,10.5,7.0,6.1,2.79,1.83,4.37,Rotation
181,88,SG,Team_17,19,36,34.7,4.8,3.6,8.2,0.65,1.56,0.82,Rotation
183,82,C,Team_15,21,18,16.8,6.2,0.2,6.8,1.11,0.45,4.88,Bench
175,120,SF,Team_21,21,65,15.3,32.7,6.1,4.6,1.95,1.19,2.34,Rotation
200,73,C,Team_1,21,29,1.8,0.5,7.1,0.4,1.56,1.66,2.96,Bench
212,88,PG,Team_28,22,31,33.6,18.3,7.7,12.0,1.46,0.14,3.17,Rotation
212,119,C,Team_3,35,32,28.6,15.1,5.3,7.2,2.51,2.9,0.09,Rotation
218,94,SF,Team_24,38,39,3.5,9.8,6.7,2.8,2.25,0.25,0.93,Bench
196,107,SG,Team_26,22,14,5.7,27.9,6.5,9.4,1.57,2.99,0.19,Rotation
218,120,PG,Team_21,31,69,4.7,7.7,4.4,11.6,0.74,0.74,2.23,Bench
184,126,C,Team_23,25,79,24.8,31.2,9.7,10.3,2.33,2.17,1.04,Rotation
180,100,PF,Team_30,22,37,6.0,23.9,5.2,8.4,1.31,1.45,3.69,Rotation
191,105,SF,Team_17,26,7,37.8,23.2,2.8,2.9,2.76,0.17,0.45,Starter
212,73,SG,Team_22,29,75,21.8,33.7,0.1,4.0,0.01,0.66,3.22,Rotation
198,125,SF,Team_28,37,38,33.1,30.3,3.4,1.5,1.7,2.89,0.83,Starter
184,108,C,Team_30,25,59,27.7,17.1,1.2,3.3,1.85,1.57,0.88,Rotation
182,76,SG,Team_24,27,59,0.9,20.2,6.0,2.8,0.41,2.47,4.71,Rotation
195,127,PF,Team_22,22,55,16.0,27.2,4.6,13.7,1.52,2.71,4.18,Rotation
180,124,PG,Team_4,22,17,13.7,7.2,3.0,1.7,0.35,0.06,2.22,Bench
195,127,C,Team_27,19,47,36.2,22.6,1.6,14.2,1.2,2.17,2.22,Starter
213,85,SG,Team_8,24,20,12.9,9.5,9.7,2.1,2.03,1.26,4.52,Bench
198,128,PG,Team_15,21,55,26.1,2.4,11.8,8.7,2.05,0.32,2.7,Rotation
207,117,SG,Team_8,21,11,22.4,34.4,10.3,2.8,1.44,1.37,0.06,Rotation
192,74,C,Team_30,19,5,28.0,24.6,9.4,9.9,2.48,2.83,1.96,Rotation
202,116,SG,Team_14,25,30,2.3,24.7,6.4,12.5,1.73,1.42,0.78,Rotation
206,92,PF,Team_6,27,70,35.4,15.4,10.0,1.4,1.8,0.7,4.48,Rotation
186,105,SG,Team_24,21,60,37.7,6.9,6.4,14.3,0.53,1.44,3.41,Rotation
216,101,C,Team_28,33,67,21.1,31.0,3.9,2.3,1.41,1.38,3.91,Rotation
201,93,SG,Team_22,21,56,6.2,22.1,2.7,6.9,0.15,0.89,4.8,Rotation
184,94,PG,Team_15,29,60,33.0,8.7,2.6,14.0,0.77,1.51,3.02,Rotation
216,114,PG,Team_20,36,16,24.6,5.7,5.5,13.2,0.62,1.65,3.02,Rotation
206,97,SF,Team_27,21,28,23.7,26.0,7.7,1.6,1.12,0.79,1.89,Rotation
216,88,SF,Team_28,38,66,33.6,6.2,1.8,9.3,1.42,2.98,3.91,Rotation
200,76,PF,Team_22,25,58,27.8,7.6,0.1,12.0,0.68,1.11,0.55,Rotation
199,113,PG,Team_9,27,2,35.0,3.6,0.3,11.2,0.18,2.14,0.11,Rotation
185,127,SF,Team_24,35,26,36.4,26.3,3.7,3.7,1.04,2.77,3.61,Starter
197,110,SG,Team_30,27,0,13.1,22.1,8.6,5.1,0.3,0.48,4.2,Rotation
208,86,PF,Team_23,28,78,7.5,14.8,0.0,3.8,0.41,0.47,3.52,Rotation
214,71,C,Team_5,31,77,14.6,6.2,5.6,9.8,2.42,1.19,3.59,Bench
197,85,SF,Team_13,23,3,36.8,19.4,3.6,7.4,1.25,2.46,4.1,Rotation
203,108,SF,Team_7,32,3,7.3,22.6,11.0,13.9,1.04,1.92,1.02,Rotation
205,87,PG,Team_17,22,74,22.5,8.7,11.5,4.5,0.19,1.36,4.53,Rotation
181,108,PF,Team_8,32,32,3.2,11.2,4.8,11.3,1.19,1.31,4.78,Rotation
214,70,PG,Team_5,29,10,31.6,7.5,11.7,1.6,1.68,1.77,4.05,Rotation
207,72,PG,Team_23,28,75,25.4,12.5,11.7,4.9,0.99,0.78,2.37,Rotation
195,90,PF,Team_7,23,78,19.8,8.6,6.9,7.6,1.69,2.48,2.55,Bench
176,129,SG,Team_8,39,56,23.9,17.0,4.6,3.6,3.0,0.95,0.49,Rotation
192,99,SF,Team_7,30,25,4.4,32.8,1.3,11.6,1.24,1.76,4.31,Rotation
207,80,PG,Team_22,39,25,32.7,9.9,6.6,11.2,1.69,0.13,0.0,Rotation
211,91,SF,Team_12,33,53,12.9,14.5,10.0,12.9,0.55,1.13,0.75,Rotation
208,116,PF,Team_6,31,26,6.4,13.0,4.8,8.4,2.07,2.05,0.06,Rotation
194,126,SG,Team_21,26,53,0.6,6.9,6.1,6.6,0.03,0.31,3.67,Bench
209,94,C,Team_21,22,1,2.3,34.1,4.8,2.0,0.55,2.32,4.09,Rotation
192,72,SG,Team_4,31,8,25.5,18.1,8.4,11.3,1.1,0.75,3.14,Rotation
198,99,PF,Team_23,33,71,27.3,21.1,6.6,8.8,2.25,2.7,1.22,Rotation
182,93,SG,Team_29,27,63,5.7,6.3,6.2,0.5,2.19,1.18,0.67,Bench
204,114,C,Team_28,24,64,23.0,28.2,2.6,2.2,2.65,2.31,4.26,Rotation
218,105,PG,Team_27,36,20,18.4,30.6,7.1,3.4,2.9,1.79,1.23,Rotation
184,92,SG,Team_30,27,25,35.6,17.8,5.9,11.7,0.58,1.25,3.5,Rotation
197,123,PF,Team_3,24,14,25.3,11.1,8.4,14.2,2.85,1.28,4.4,Rotation
185,77,SG,Team_5,39,42,19.8,9.0,7.6,12.6,0.73,0.1,4.05,Bench
176,123,C,Team_19,25,38,10.8,3.1,3.5,11.4,1.86,2.09,3.89,Bench
200,73,PF,Team_8,30,15,17.5,14.7,7.6,4.9,0.49,2.51,4.68,Rotation
210,119,SG,Team_5,22,34,9.4,20.4,9.2,6.3,0.07,0.64,1.69,Rotation
207,108,PF,Team_27,29,22,25.8,16.4,7.8,12.8,0.95,2.46,0.26,Rotation
187,112,C,Team_13,21,11,22.6,18.3,6.0,7.5,0.67,2.24,2.64,Rotation
214,100,PG,Team_10,25,55,11.3,31.2,7.9,12.6,1.03,2.64,2.17,Rotation
199,98,C,Team_6,20,51,0.5,9.5,5.7,9.2,0.84,2.73,0.62,Bench
178,128,PG,Team_1,28,18,37.3,20.5,4.1,6.9,0.35,0.76,0.03,Starter
216,105,SF,Team_30,21,61,2.0,5.3,7.5,5.6,0.63,0.43,0.97,Bench
193,82,C,Team_11,35,7,20.8,22.0,0.2,0.2,0.26,2.64,0.12,Rotation
192,110,PG,Team_20,29,10,32.4,3.2,1.1,14.8,1.59,2.38,4.86,Rotation
211,78,SF,Team_9,19,42,23.6,5.0,2.2,13.2,2.48,0.08,2.64,Rotation
204,124,SF,Team_16,20,68,22.3,5.6,11.7,0.3,1.72,2.21,0.87,Rotation
193,90,SF,Team_15,31,36,27.2,21.9,3.4,4.2,0.97,1.01,1.66,Rotation
197,120,PF,Team_5,32,24,11.7,23.9,6.0,4.6,2.54,1.29,4.15,Rotation
190,72,C,Team_15,35,23,14.8,0.4,6.8,5.0,0.46,1.81,4.01,Bench
175,94,C,Team_1,20,33,3.2,29.0,0.2,4.4,2.48,2.87,4.99,Rotation
186,94,C,Team_15,35,81,0.2,28.0,0.9,13.8,1.85,0.32,1.87,Rotation
198,81,C,Team_4,37,11,10.1,7.6,1.9,10.3,0.6,0.04,1.74,Bench
208,98,PF,Team_28,27,41,30.9,3.1,2.6,8.9,0.62,1.96,0.78,Rotation
182,80,C,Team_16,30,78,23.2,20.4,0.9,6.5,0.18,0.01,4.13,Rotation
192,121,PG,Team_22,34,11,5.3,30.4,7.8,10.4,2.66,2.98,3.11,Rotation
179,80,SF,Team_7,22,28,16.2,12.3,1.4,9.3,2.25,0.21,2.18,Rotation
200,118,PF,Team_23,29,19,0.7,33.8,10.7,2.6,2.8,1.42,1.12,Rotation
204,95,PF,Team_8,39,78,30.5,34.1,6.0,4.5,0.68,1.43,1.89,Starter
187,122,C,Team_21,38,2,17.5,0.5,2.2,14.5,0.14,0.78,3.52,Bench
193,83,SF,Team_22,22,79,10.5,22.9,2.8,14.8,1.48,0.18,0.74,Rotation
203,85,PG,Team_27,20,60,29.2,12.3,7.8,0.7,0.95,2.25,3.06,Rotation
177,125,SF,Team_27,28,70,36.9,4.9,1.4,4.6,1.24,2.63,2.49,Rotation
200,79,SG,Team_2,27,21,15.3,25.9,0.5,14.8,1.39,0.95,0.44,Rotation
214,100,SF,Team_30,35,78,29.1,25.1,9.6,0.2,2.38,2.53,1.37,Rotation
186,100,PG,Team_12,30,72,12.2,1.8,5.9,14.3,2.15,2.73,3.85,Bench
176,105,PG,Team_26,22,16,28.8,4.9,10.2,10.2,2.34,2.94,0.24,Rotation
185,79,PG,Team_28,27,1,36.7,2.7,11.4,9.4,0.68,2.1,1.41,Rotation
218,95,PF,Team_2,32,6,24.7,20.8,5.5,12.4,0.12,1.3,3.5,Rotation
202,89,PF,Team_14,22,13,9.1,10.0,3.6,15.0,2.63,2.54,2.73,Bench
192,113,SG,Team_19,20,3,26.2,19.7,4.4,5.4,1.12,1.37,4.51,Rotation
187,78,SF,Team_20,36,44,32.1,24.0,10.7,13.2,1.0,2.35,1.76,Starter
211,84,C,Team_6,31,62,15.3,12.2,12.0,7.4,2.22,2.74,4.9,Rotation
196,78,SG,Team_22,28,9,23.6,12.2,4.6,10.9,0.36,1.93,2.31,Rotation
186,76,C,Team_19,32,44,9.6,26.2,11.6,12.4,1.11,2.16,1.53,Rotation
176,95,C,Team_17,27,43,17.3,12.4,6.1,4.3,1.38,2.25,3.16,Rotation
211,93,SG,Team_3,29,54,6.3,12.3,0.4,2.7,2.96,2.45,1.34,Rotation
181,81,SF,Team_20,38,17,31.8,21.1,2.4,0.1,2.31,1.03,2.73,Starter
200,129,C,Team_25,19,10,3.7,2.5,4.6,4.7,2.59,2.72,2.98,Bench
200,89,PF,Team_10,30,53,2.1,12.0,4.2,5.4,2.46,2.68,3.39,Rotation
198,125,PF,Team_24,35,0,20.3,4.6,9.8,6.0,0.86,2.28,1.05,Rotation
186,83,SG,Team_13,35,52,22.1,30.8,9.4,13.5,0.52,0.03,4.25,Rotation
190,91,C,Team_20,26,79,34.9,11.6,1.5,2.3,2.82,1.82,0.33,Rotation
197,85,SG,Team_23,35,77,7.7,16.4,0.7,11.8,0.19,2.55,3.51,Rotation
214,98,PF,Team_29,39,32,29.6,3.1,8.5,1.3,1.71,2.51,3.05,Rotation
183,101,SG,Team_29,38,6,24.5,17.3,5.1,4.0,1.01,2.57,4.28,Rotation
206,88,C,Team_25,39,24,28.2,23.0,2.1,4.4,2.17,2.72,4.35,Rotation
189,124,C,Team_18,31,68,6.0,1.6,1.0,3.9,0.76,2.72,4.13,Bench
211,104,PF,Team_19,31,48,17.0,11.6,2.6,14.6,2.29,2.61,2.4,Rotation
187,112,PG,Team_17,33,73,13.5,19.5,11.5,12.5,1.33,0.35,4.11,Rotation
179,101,PG,Team_8,36,3,26.6,34.9,1.0,2.3,1.54,0.92,4.3,Rotation
185,124,SF,Team_18,31,23,22.6,26.8,6.6,14.2,2.31,0.09,3.7,Rotation
184,122,PF,Team_7,26,45,36.8,19.8,0.3,5.5,1.9,1.13,4.2,Rotation
187,89,SF,Team_23,25,69,5.3,7.3,10.8,8.6,2.12,2.33,0.24,Bench
215,120,PF,Team_11,37,11,18.0,33.9,6.1,1.0,1.81,0.72,2.38,Rotation
189,109,C,Team_3,28,61,26.4,7.1,11.2,10.3,2.7,0.71,3.72,Rotation
216,89,PF,Team_2,30,75,14.0,5.4,3.9,0.2,0.74,0.14,4.81,Bench
181,77,SG,Team_19,20,61,35.1,14.9,4.9,9.4,0.83,1.77,1.43,Rotation
214,127,SF,Team_28,32,61,32.4,25.9,9.0,8.9,2.42,2.11,3.86,Starter
202,104,PF,Team_24,28,75,33.2,3.2,11.3,9.4,0.17,0.15,3.8,Rotation
206,111,SF,Team_28,35,57,23.1,6.5,1.7,0.9,0.94,1.18,2.71,Rotation
209,82,PF,Team_25,31,37,17.9,21.9,4.8,14.6,2.76,1.83,3.54,Rotation
189,110,PG,Team_11,19,67,14.0,0.8,11.6,8.2,1.01,2.71,4.86,Bench
210,75,SF,Team_8,33,16,4.5,23.1,3.9,10.5,2.79,0.45,1.75,Rotation
195,116,C,Team_11,19,9,36.0,2.3,11.2,7.8,2.52,2.12,2.41,Rotation
180,85,C,Team_2,33,42,10.0,12.9,7.4,11.4,2.48,0.78,1.41,Rotation
175,74,PF,Team_12,38,32,30.5,14.5,5.8,2.9,0.32,1.69,3.41,Rotation
178,122,C,Team_29,33,36,0.5,22.5,4.0,9.9,0.08,2.02,3.48,Rotation
185,114,C,Team_9,32,27,14.5,11.6,6.1,9.5,2.57,0.02,0.36,Rotation
218,120,SF,Team_6,31,45,21.7,3.3,7.8,9.9,2.13,0.47,4.24,Rotation
200,103,PF,Team_12,20,1,11.9,4.9,8.5,9.8,1.13,2.1,4.35,Bench
211,75,SF,Team_18,26,45,7.4,15.5,0.9,0.5,1.01,0.59,4.87,Rotation
197,128,PF,Team_25,27,37,2.7,20.0,7.7,9.2,0.22,2.44,0.65,Rotation
203,102,C,Team_5,37,37,37.6,32.8,10.7,12.7,1.63,2.14,3.21,Starter
195,84,PF,Team_22,37,20,33.7,19.4,5.1,8.6,1.55,2.54,1.61,Rotation
219,84,PF,Team_17,27,22,11.9,24.5,3.0,13.9,1.9,2.15,1.57,Rotation
219,83,SG,Team_16,25,32,0.6,6.6,8.4,0.5,2.27,2.06,0.77,Bench
201,108,PF,Team_12,32,42,20.5,34.7,1.4,7.3,1.02,2.52,0.08,Rotation
213,74,SG,Team_29,20,67,12.2,5.1,11.2,4.9,1.51,1.26,0.77,Bench
214,121,SF,Team_30,30,69,4.4,19.7,6.2,3.7,1.2,2.68,3.47,Rotation
187,126,SG,Team_2,29,63,30.0,33.1,7.9,4.9,0.12,2.96,0.11,Rotation
197,95,SF,Team_16,35,63,12.9,16.3,4.2,0.6,0.69,2.28,3.57,Rotation
190,117,PF,Team_1,20,36,37.0,31.6,5.2,1.3,2.54,0.74,3.11,Starter
204,86,SF,Team_20,30,78,26.8,20.6,6.9,10.6,1.55,1.28,4.79,Rotation
178,112,C,Team_2,33,22,31.9,29.8,11.8,1.2,1.85,1.24,4.84,Starter
214,116,PF,Team_13,26,72,23.6,25.0,8.4,13.5,2.01,1.58,0.29,Rotation
190,121,SG,Team_16,26,33,21.3,20.6,11.2,10.2,2.68,2.05,2.77,Rotation
205,85,PG,Team_1,36,33,16.3,4.1,11.5,9.7,1.33,0.03,3.06,Bench
216,104,PF,Team_19,32,26,3.2,10.2,9.4,8.8,2.74,0.64,4.91,Rotation
199,107,C,Team_4,28,79,28.0,4.2,0.5,13.7,2.98,1.91,2.81,Rotation
218,122,SF,Team_20,22,3,12.9,19.2,3.2,5.3,2.19,1.03,0.61,Rotation
186,92,SG,Team_3,34,80,7.5,15.3,9.7,3.7,2.35,0.68,2.08,Rotation
200,82,SG,Team_2,34,75,4.3,15.1,0.2,9.9,2.87,2.13,1.62,Rotation
211,102,C,Team_12,39,68,3.0,9.9,5.8,7.3,1.62,2.49,0.92,Bench
207,98,C,Team_24,35,62,18.1,28.6,9.2,13.5,1.52,2.74,3.27,Rotation
202,122,PF,Team_26,27,77,31.8,14.9,11.2,1.0,0.02,2.67,3.47,Rotation
183,115,PG,Team_13,29,13,4.9,9.8,5.3,9.6,0.75,2.13,2.29,Bench
186,103,PG,Team_27,31,65,19.6,9.2,10.0,12.7,1.68,2.84,4.12,Bench
179,103,SF,Team_18,19,27,14.4,10.8,5.5,3.5,2.91,2.75,3.48,Rotation
202,96,SG,Team_5,25,20,20.5,29.0,1.7,12.3,1.18,0.61,2.96,Rotation
209,84,PF,Team_23,29,78,2.2,12.8,5.5,8.6,2.69,0.63,4.72,Rotation
179,128,SG,Team_25,21,9,20.3,8.5,5.3,13.9,0.57,1.37,0.71,Rotation
208,119,PF,Team_12,20,25,20.9,31.1,6.3,6.8,1.46,1.0,0.86,Rotation
208,78,C,Team_19,32,34,33.1,31.3,11.2,3.9,0.99,2.9,2.43,Starter
187,95,SF,Team_1,28,33,7.6,23.8,7.4,11.2,2.09,2.19,0.29,Rotation
213,72,C,Team_9,38,1,31.0,28.9,1.1,5.0,2.49,1.15,4.7,Starter
216,105,SG,Team_1,35,42,28.6,29.1,5.2,3.3,0.01,0.66,3.57,Rotation
219,116,SF,Team_24,26,43,34.7,24.4,5.5,10.7,0.12,2.33,1.43,Starter
188,74,PF,Team_18,33,43,34.7,16.3,9.9,12.4,1.71,2.0,1.86,Rotation
185,89,PF,Team_23,24,42,29.1,33.1,6.2,14.2,1.59,1.92,0.82,Rotation
216,89,SF,Team_28,38,51,35.2,11.5,5.2,4.5,1.73,2.65,0.85,Rotation
212,74,C,Team_3,20,4,9.8,27.7,1.6,7.0,0.28,0.77,0.2,Rotation
178,79,SF,Team_6,33,18,5.9,8.0,9.4,2.8,1.07,0.44,0.65,Bench
207,85,C,Team_22,34,29,10.7,22.8,9.3,14.1,0.04,2.62,1.03,Rotation
181,94,SF,Team_4,20,48,31.9,29.0,2.4,12.3,2.82,0.09,4.4,Starter
215,113,C,Team_24,32,62,11.9,25.3,7.9,8.5,0.92,2.97,2.53,Rotation
182,94,PG,Team_12,38,80,31.1,24.8,1.0,13.7,0.33,0.76,3.59,Starter
211,99,SF,Team_12,19,28,14.1,16.3,6.9,12.3,2.03,1.59,4.74,Rotation
184,83,C,Team_5,27,75,30.4,31.5,6.5,0.5,0.42,2.72,2.61,Starter
217,91,SG,Team_23,35,71,32.2,11.0,1.5,11.7,0.12,1.18,2.48,Rotation
189,112,SG,Team_29,39,78,25.8,31.7,8.0,1.8,0.89,0.85,4.54,Rotation
212,97,SF,Team_21,32,52,37.2,1.3,1.0,5.0,2.75,0.07,2.35,Rotation
189,99,SF,Team_13,28,27,27.8,21.0,9.8,1.8,2.03,2.7,0.66,Rotation
179,88,PF,Team_12,31,52,9.3,21.8,1.8,1.0,0.02,1.68,2.2,Rotation
203,107,C,Team_4,31,16,37.4,9.2,5.1,9.1,2.83,0.39,0.61,Rotation
193,111,SF,Team_6,37,81,26.0,26.4,10.2,14.3,2.67,2.41,3.07,Rotation
184,89,SG,Team_19,26,23,16.6,6.7,0.8,1.1,0.54,0.93,0.16,Bench
186,104,SG,Team_6,25,75,18.7,14.5,9.6,11.2,1.52,0.02,4.65,Rotation
178,91,SG,Team_6,35,64,29.1,31.5,9.0,4.2,2.8,1.27,1.25,Rotation
205,84,C,Team_11,26,35,28.6,13.8,3.5,1.4,1.98,2.33,2.71,Rotation
